salary_match_binary,salary_diff,talent_salary_bin,job_max_salary_bin,degree_match_binary,seniority_match_binary,seniority_exceed_binary,job_roles_match_binary,language_must_have_match_binary,language_good2have_count
1,0.29,2,4,1,1,0,1,1,0
0,-0.4,6,4,1,1,0,1,0,0
1,0.29,2,4,1,1,0,1,1,0
1,0.0,4,4,1,1,0,1,1,0
1,0.18,3,5,1,1,0,1,1,0
1,0.08,3,3,1,1,0,1,1,0
0,-0.1,5,4,1,1,0,1,1,0
1,0.08,3,4,1,1,0,1,1,0
0,-0.19,5,4,1,1,0,1,1,0
0,-0.4,6,4,0,1,0,1,0,0
1,0.32,2,5,0,1,0,0,1,1
0,-0.07,4,4,1,1,0,1,1,0
0,-0.24,6,5,1,1,0,0,0,0
1,0.53,1,4,1,1,0,0,1,0
0,-0.44,7,4,0,0,0,0,0,0
1,0.2,1,3,1,1,0,1,1,1
0,-0.18,4,3,0,0,0,1,1,0
0,-0.04,5,5,1,1,0,1,1,0
1,0.2,5,7,1,1,0,1,1,1
0,-0.49,8,5,0,0,0,0,1,0
1,0.0,6,6,1,1,0,1,1,1
0,-0.14,5,4,1,1,0,1,1,0
1,0.3,1,4,1,0,0,1,1,0
0,-0.11,7,6,1,1,0,1,1,1
0,-0.14,5,4,1,0,0,0,1,0
0,-0.2,6,5,0,0,0,0,1,0
1,0.0,4,4,1,1,0,1,1,0
0,-0.16,6,5,0,0,0,0,1,0
1,0.26,1,3,1,1,0,0,1,1
0,-0.36,6,4,0,0,1,0,0,0
0,-0.07,5,4,1,1,0,1,1,0
0,-0.06,6,6,1,1,0,1,1,1
1,0.36,1,4,1,1,0,1,1,0
0,-0.09,2,2,1,1,0,1,1,0
1,0.64,1,4,1,1,0,1,1,0
0,-0.23,5,4,1,0,0,1,1,0
1,0.42,2,6,1,1,0,1,1,1
0,-0.31,4,2,0,0,0,0,0,0
0,-0.11,4,4,0,0,0,0,0,0
1,0.43,1,4,0,1,0,1,1,0
0,-0.28,5,3,1,0,0,1,0,0
0,-0.07,4,4,1,1,0,0,1,0
1,0.21,2,4,1,1,0,0,1,0
1,0.02,3,3,1,1,0,1,1,0
1,0.1,3,4,0,0,0,0,1,0
0,-0.29,8,6,0,0,0,0,0,0
0,-0.25,5,4,0,0,0,0,0,0
1,0.33,1,3,0,0,1,0,1,0
0,-0.48,7,4,1,1,0,1,1,0
0,-0.29,5,3,0,0,0,0,0,1
0,-0.29,6,4,0,1,0,0,0,0
1,0.17,1,2,1,1,0,1,1,0
1,0.0,5,5,1,1,0,1,1,1
1,0.21,2,4,1,1,0,1,1,0
1,0.46,1,4,1,1,0,1,1,0
0,-0.26,7,5,0,1,0,0,1,1
0,-0.07,4,4,1,1,0,1,1,0
0,-0.32,6,4,1,1,0,0,0,0
1,0.44,1,4,1,1,0,1,1,0
1,0.04,5,6,1,1,0,1,1,1
1,0.21,2,4,1,1,0,1,1,0
1,0.43,1,4,1,1,0,1,1,0
0,-0.05,5,5,1,1,0,1,1,0
1,0.23,2,4,1,1,0,1,1,0
1,0.5,1,4,1,1,0,1,1,0
1,0.28,2,5,0,0,0,0,0,1
1,0.12,4,5,1,1,0,1,1,1
1,0.2,4,6,1,1,0,1,1,1
0,-0.42,9,6,0,0,0,0,1,1
1,0.07,4,4,1,1,0,1,1,0
1,0.13,3,4,1,1,0,1,1,0
0,-0.24,6,5,0,0,0,0,0,0
1,0.0,4,4,1,1,0,1,1,0
1,0.2,3,4,1,1,0,1,1,0
0,-0.33,8,6,1,1,0,1,1,1
0,-0.5,8,4,1,0,0,0,0,0
1,0.22,4,6,1,1,0,1,1,0
1,0.0,4,4,1,0,0,1,1,0
0,-0.25,7,5,1,0,0,0,1,0
0,-0.45,5,3,1,0,0,0,1,1
1,0.15,4,5,1,1,0,1,1,0
1,0.14,3,4,1,1,0,1,1,0
1,0.01,3,4,1,1,0,1,1,0
1,0.39,2,5,0,0,0,0,0,0
1,0.29,2,4,1,1,0,1,1,0
0,-0.17,5,4,0,0,0,1,0,0
1,0.07,4,4,1,1,0,1,1,0
0,-0.18,5,4,0,0,0,0,0,0
0,-0.39,6,4,0,0,0,0,1,1
1,0.35,2,5,1,0,0,1,0,0
1,0.29,2,4,1,1,0,1,1,0
0,-0.48,7,4,0,0,0,0,0,0
1,0.14,3,4,1,1,0,1,1,0
1,0.36,1,4,1,1,0,1,1,0
1,0.14,3,4,1,1,0,1,1,0
0,-0.44,6,3,1,0,0,0,0,0
1,0.21,2,4,1,1,0,1,1,0
0,-0.47,6,3,1,0,1,1,0,0
0,-0.22,7,6,0,0,1,0,0,1
1,0.23,2,3,1,1,0,1,1,1
0,-0.28,6,4,1,0,0,0,0,0
1,0.26,1,3,1,1,0,1,1,1
1,0.4,1,4,1,1,0,1,1,0
1,0.14,3,4,1,1,0,1,1,0
1,0.33,2,5,1,1,0,1,1,0
1,0.36,1,4,1,1,0,1,1,0
1,0.0,4,4,1,1,0,1,1,0
1,0.5,1,2,1,1,0,1,1,0
1,0.27,2,4,1,1,0,0,1,0
1,0.27,3,5,0,0,0,0,0,0
1,0.64,1,4,1,1,0,1,1,0
0,-0.07,4,4,1,1,0,1,1,0
1,0.33,2,5,1,1,0,1,1,0
1,0.05,3,3,1,1,0,1,1,1
1,0.07,3,4,1,1,0,1,1,0
0,-0.12,6,5,1,1,0,1,1,0
0,-0.24,5,4,0,0,0,0,0,0
0,-0.43,7,4,1,1,0,1,0,0
1,0.19,2,4,1,1,0,1,1,0
1,0.29,2,4,0,0,0,0,1,0
1,0.17,3,4,1,1,0,1,1,0
0,-0.14,5,4,1,1,0,1,1,0
1,0.21,2,4,1,1,0,1,1,0
1,0.0,5,5,1,1,0,1,1,1
0,-0.48,6,3,0,0,0,0,1,0
1,0.33,3,6,1,1,0,1,1,1
0,-0.3,8,6,1,0,0,0,1,1
1,0.26,3,6,1,1,0,1,1,1
1,0.0,4,4,1,0,1,1,1,0
1,0.36,1,4,1,1,0,1,1,0
0,-0.36,7,5,0,0,0,1,1,0
1,0.23,2,3,1,1,0,1,1,0
1,0.46,1,5,1,1,0,1,1,0
0,-0.14,5,4,1,1,0,1,1,2
0,-0.23,4,3,1,0,0,0,1,1
1,0.07,4,4,0,1,0,1,1,0
1,0.03,4,4,1,1,0,1,1,0
0,-0.3,5,3,1,1,0,1,1,0
0,-0.42,6,3,0,0,1,0,0,1
0,-0.38,8,5,0,1,0,0,1,0
1,0.14,3,4,1,1,0,1,1,0
1,0.57,1,4,1,1,0,1,1,0
1,0.2,3,4,1,1,0,1,1,0
1,0.64,1,4,1,1,0,1,1,0
0,-0.37,8,5,1,0,0,1,0,0
1,0.09,4,5,1,1,0,1,1,0
0,-0.21,6,5,0,0,0,0,0,0
1,0.13,1,2,1,1,0,1,1,0
0,-0.3,8,6,1,1,0,1,0,1
1,0.22,1,2,1,1,0,1,1,1
1,0.07,2,2,1,1,0,1,1,0
0,-0.25,5,4,0,0,1,1,0,0
1,0.0,5,5,0,1,0,1,1,0
1,0.1,6,7,1,1,0,1,1,0
1,0.14,3,4,1,1,0,1,1,0
0,-0.44,8,5,1,0,0,0,1,0
1,0.07,3,4,0,1,0,0,0,0
0,-0.12,6,5,1,1,0,1,1,0
1,0.27,2,4,1,1,0,1,1,0
0,-0.36,6,4,0,1,0,0,1,0
1,0.18,3,4,1,0,0,1,1,0
1,0.31,1,4,1,1,0,1,1,0
1,0.2,2,3,1,1,0,0,1,0
0,-0.36,6,4,1,1,0,0,0,0
0,-0.28,7,5,1,0,0,0,1,0
0,-0.46,9,6,1,1,0,1,1,1
1,0.0,4,4,1,1,0,1,1,0
0,-0.33,6,4,0,1,0,0,1,0
1,0.25,3,5,1,1,0,1,1,1
0,-0.37,6,4,0,0,1,1,1,0
1,0.1,3,3,1,1,0,0,0,0
1,0.23,2,4,1,1,0,1,1,0
0,-0.31,6,4,1,0,0,0,0,0
0,-0.48,6,3,1,1,0,1,0,0
1,0.39,2,5,1,1,0,0,1,0
1,0.0,4,4,1,0,0,1,1,0
1,0.35,2,4,1,1,0,1,1,0
1,0.0,5,5,1,1,0,0,1,0
1,0.0,5,5,0,0,1,0,0,0
1,0.64,1,4,1,0,0,1,1,0
1,0.67,1,6,1,1,0,1,1,1
1,0.4,1,3,1,1,0,1,1,1
0,-0.43,8,5,1,0,0,1,1,0
1,0.11,3,4,1,1,0,1,1,0
1,0.2,1,2,1,1,0,1,1,0
1,0.14,3,4,1,1,0,1,1,0
0,-0.17,7,6,0,1,0,0,1,1
1,0.33,2,4,1,1,0,1,1,0
1,0.3,1,2,1,1,0,1,1,0
0,-0.46,8,5,0,1,0,0,1,0
1,0.31,1,3,1,1,0,1,1,1
0,-0.42,8,5,1,0,0,1,0,1
0,-0.24,5,4,1,1,0,0,1,0
1,0.07,4,5,1,1,0,0,1,1
0,-0.17,6,5,0,0,0,0,0,0
0,-0.22,5,4,0,0,1,0,1,0
0,-0.42,6,4,0,1,0,0,0,0
1,0.21,2,4,1,1,0,1,1,0
0,-0.14,5,4,1,1,0,1,1,0
1,0.29,2,4,1,1,0,1,1,0
0,-0.07,4,4,1,1,0,1,1,0
1,0.29,2,4,1,1,0,1,1,0
1,0.25,3,5,1,1,0,1,1,0
1,0.06,4,5,1,1,0,1,1,0
1,0.26,3,6,1,1,0,1,1,0
1,0.53,1,4,1,1,0,0,1,0
0,-0.38,6,4,0,1,0,0,1,0
0,-0.04,5,4,1,1,0,1,1,0
0,-0.22,5,4,1,1,0,1,0,0
1,0.36,1,4,1,1,0,0,1,0
0,-0.18,5,4,0,0,0,0,0,0
1,0.06,4,5,1,1,0,1,1,0
1,0.4,1,4,1,1,0,1,1,0
0,-0.1,5,5,1,1,0,1,1,0
1,0.0,2,2,1,0,1,1,1,0
1,0.19,4,6,1,1,0,1,1,1
0,-0.1,3,3,1,1,0,1,1,1
1,0.07,4,5,1,1,0,1,1,1
0,-0.3,6,4,0,0,0,0,0,0
1,0.5,1,4,1,1,0,1,1,0
1,0.34,1,2,1,0,1,0,0,0
0,-0.39,3,2,0,0,0,1,1,1
1,0.14,3,4,1,0,1,0,1,0
0,-0.38,6,4,0,1,0,1,1,0
1,0.12,3,4,1,1,0,1,1,0
1,0.06,4,5,1,1,0,1,1,0
1,0.29,2,4,1,1,0,1,0,0
1,0.2,3,5,1,1,0,1,1,1
1,0.14,3,4,1,1,0,1,1,0
1,0.2,3,4,1,1,0,1,1,0
1,0.17,2,3,1,1,0,1,1,1
1,0.14,3,4,0,1,0,0,0,0
0,-0.1,6,6,1,1,0,1,1,1
0,-0.23,6,5,1,0,0,0,0,0
0,-0.16,6,5,0,0,0,0,0,0
0,-0.42,6,4,0,0,0,0,0,0
0,-0.49,9,5,0,1,0,1,0,0
0,-0.36,6,4,0,1,0,1,1,0
1,0.11,1,1,0,0,0,1,1,0
0,-0.26,5,3,0,0,0,0,0,0
1,0.49,1,4,0,1,0,0,1,0
0,-0.3,7,5,0,0,0,0,0,0
1,0.0,4,4,1,1,0,1,1,0
1,0.56,1,6,1,1,0,1,1,1
0,-0.31,6,4,1,0,0,1,0,0
1,0.15,2,3,1,1,0,1,1,1
1,0.29,2,4,1,1,0,0,1,0
1,0.14,3,4,1,1,0,1,1,0
0,-0.32,8,6,0,1,0,1,0,1
1,0.33,3,6,1,1,0,1,1,1
1,0.28,2,4,1,1,0,1,1,0
1,0.33,2,5,1,0,0,1,0,0
0,-0.07,4,4,1,1,0,1,1,0
1,0.08,3,3,1,0,0,0,0,0
1,0.09,3,4,1,1,0,1,1,0
1,0.31,1,4,0,0,0,0,0,0
1,0.29,2,4,1,1,0,1,1,0
0,-0.12,6,5,1,1,0,1,1,0
1,0.24,3,6,1,1,0,1,1,1
0,-0.08,4,3,1,1,0,1,1,0
1,0.26,2,4,0,1,0,0,1,0
0,-0.07,4,4,1,1,0,1,1,0
1,0.2,3,4,1,1,0,1,1,0
1,0.0,4,4,0,0,1,1,0,0
1,0.29,2,4,1,1,0,1,1,0
0,-0.14,5,4,1,0,0,1,1,0
1,0.1,3,3,1,1,0,0,1,0
1,0.43,1,4,0,0,1,0,0,0
1,0.25,3,5,1,1,0,1,1,1
1,0.04,4,5,1,1,0,1,1,0
1,0.32,2,5,1,1,0,0,1,0
1,0.0,6,6,1,1,0,1,1,1
0,-0.06,5,5,1,1,0,1,1,0
1,0.31,1,4,1,1,0,1,1,0
1,0.13,3,4,1,1,0,0,1,0
0,-0.31,6,4,0,1,0,0,1,0
1,0.27,3,5,1,1,0,1,1,0
0,-0.43,8,5,1,1,0,1,1,0
1,0.33,2,5,1,1,0,0,0,0
0,-0.49,7,4,1,1,0,1,0,0
0,-0.05,5,5,0,0,0,0,1,1
0,-0.49,7,4,1,0,1,0,1,0
0,-0.33,6,4,0,0,0,0,0,0
1,0.23,2,4,1,1,0,1,1,0
1,0.11,1,1,1,1,0,1,1,0
0,-0.17,5,4,0,0,1,1,0,0
1,0.7,1,5,1,1,0,1,1,0
0,-0.25,5,3,1,0,1,0,0,1
0,-0.39,6,4,0,0,0,1,0,0
0,-0.34,7,4,1,1,0,1,1,0
1,0.07,3,4,1,1,0,1,1,0
1,0.14,3,4,1,1,0,1,1,0
0,-0.24,5,4,0,0,1,0,1,0
0,-0.5,7,3,0,1,0,0,0,0
0,-0.33,6,4,0,0,1,0,0,0
0,-0.4,8,5,0,0,0,0,1,1
1,0.19,3,5,1,1,0,1,1,1
0,-0.08,6,6,1,1,0,1,1,1
1,0.11,5,6,1,1,0,1,1,1
1,0.27,3,5,1,1,0,1,0,0
0,-0.2,6,5,0,0,0,0,0,0
0,-0.15,6,5,1,1,0,1,1,1
1,0.22,1,2,1,1,0,1,1,0
1,0.12,4,5,1,1,0,1,1,0
1,0.17,4,6,1,1,0,1,1,1
1,0.07,3,4,1,1,0,1,1,0
0,-0.43,9,6,1,0,0,1,1,1
0,-0.38,6,4,0,0,0,0,0,0
0,-0.46,7,4,1,1,0,0,1,0
0,-0.19,7,6,0,1,0,0,0,1
0,-0.26,5,4,1,0,0,1,1,0
1,0.39,2,5,1,0,0,1,1,0
0,-0.12,6,5,1,1,0,1,1,0
1,0.2,3,4,1,0,0,0,1,0
0,-0.3,6,4,1,0,0,0,1,0
1,0.26,2,4,1,1,0,1,1,0
0,-0.41,8,5,1,1,0,1,1,0
1,0.03,4,4,1,1,0,1,1,0
0,-0.43,7,4,0,1,0,0,0,0
0,-0.43,8,5,0,0,0,1,1,0
1,0.43,1,4,1,1,0,1,1,0
1,0.33,2,5,1,1,0,1,1,0
0,-0.27,5,4,1,1,0,1,0,0
0,-0.22,3,2,1,0,1,0,1,0
0,-0.31,7,5,0,1,0,1,1,1
1,0.07,3,4,1,1,0,1,0,0
1,0.0,4,4,1,1,0,1,1,0
0,-0.27,6,4,1,0,0,0,0,0
0,-0.08,4,3,1,1,0,1,1,1
1,0.0,5,5,1,1,0,1,1,2
1,0.31,1,3,1,1,0,1,1,1
1,0.23,2,4,1,1,0,1,1,0
1,0.4,1,4,1,1,0,1,1,0
1,0.15,2,3,1,1,0,1,1,0
0,-0.14,5,4,1,1,0,0,1,0
1,0.07,3,4,1,1,0,1,1,0
0,-0.02,2,2,1,1,0,1,1,0
1,0.14,3,4,1,1,0,1,1,0
0,-0.21,5,4,1,1,0,0,1,0
0,-0.07,4,4,0,0,0,0,0,0
0,-0.38,6,4,1,0,1,1,1,0
1,0.29,2,4,0,0,0,0,0,0
1,0.26,1,2,1,1,0,1,1,1
0,-0.05,7,7,1,1,0,1,1,1
0,-0.39,8,5,0,0,0,0,0,0
1,0.43,1,4,1,1,0,1,1,0
0,-0.36,6,4,1,1,0,1,1,0
0,-0.34,6,4,1,0,1,0,1,0
1,0.32,2,5,1,1,0,1,1,0
0,-0.07,5,4,1,1,0,1,1,0
0,-0.44,7,4,0,1,0,1,0,0
1,0.14,3,4,1,1,0,1,1,0
0,-0.31,6,4,0,0,1,1,0,0
0,-0.22,3,2,0,1,0,1,0,0
1,0.22,4,6,1,1,0,1,1,1
0,-0.17,5,4,0,1,0,0,0,0
1,0.23,2,3,1,1,0,1,1,1
1,0.21,2,4,1,1,0,1,1,0
1,0.49,1,4,1,1,0,1,1,0
1,0.47,1,4,1,1,0,1,1,0
1,0.17,4,6,1,1,0,1,1,1
1,0.19,2,4,1,1,0,1,1,0
0,-0.07,4,4,1,1,0,0,1,0
1,0.06,3,4,0,1,0,1,0,0
1,0.0,5,5,1,1,0,1,1,0
1,0.33,2,4,1,1,0,1,1,0
0,-0.43,7,4,1,1,0,0,0,0
1,0.14,3,4,1,1,0,1,1,1
0,-0.16,5,4,0,1,0,0,1,0
0,-0.1,5,5,1,1,0,1,1,1
1,0.07,4,4,1,1,0,1,1,0
1,0.0,4,4,1,1,0,1,1,0
1,0.24,3,6,0,0,0,0,0,1
1,0.27,3,5,1,1,0,1,1,0
1,0.2,3,4,1,1,0,1,1,0
0,-0.44,9,6,0,0,0,0,0,0
1,0.02,4,5,1,1,0,1,1,2
1,0.03,3,3,1,1,0,1,1,0
1,0.21,3,5,1,1,0,0,1,0
1,0.05,2,3,1,1,0,0,0,1
1,0.11,5,6,1,1,0,1,1,1
0,-0.07,5,4,1,1,0,1,1,0
0,-0.26,8,6,1,0,1,1,1,1
1,0.31,1,4,1,1,0,1,0,0
1,0.11,2,3,1,1,0,1,1,1
0,-0.06,5,5,1,1,0,1,1,0
1,0.36,1,4,1,1,0,1,1,0
1,0.0,2,2,0,0,1,0,0,0
0,-0.2,6,5,1,0,0,0,0,0
1,0.35,2,5,0,1,0,1,1,0
0,-0.12,6,5,1,1,0,1,1,1
0,-0.28,6,4,0,0,0,0,0,0
1,0.0,5,5,1,0,0,1,1,0
0,-0.11,3,2,1,1,0,1,1,1
1,0.29,2,4,1,1,0,1,1,0
0,-0.06,5,5,1,1,0,1,1,0
0,-0.06,4,4,1,1,0,1,1,0
1,0.43,1,4,0,0,0,0,0,0
1,0.0,4,4,1,1,0,1,1,0
1,0.14,3,4,1,1,0,1,1,0
0,-0.06,2,2,0,0,1,1,1,0
0,-0.45,7,4,0,0,0,0,1,0
1,0.2,3,5,1,1,0,1,1,0
0,-0.43,7,4,0,0,0,0,0,0
0,-0.24,5,4,0,0,1,0,1,0
1,0.51,1,5,1,1,0,1,1,0
0,-0.05,5,5,0,1,0,0,0,1
1,0.22,4,6,1,1,0,1,1,1
1,0.0,5,5,0,1,0,1,0,0
0,-0.42,6,4,1,1,0,1,0,0
1,0.23,2,3,1,0,0,1,1,0
0,-0.3,6,4,0,1,0,1,0,0
1,0.29,2,4,1,1,0,1,1,0
0,-0.1,8,7,1,1,0,1,1,1
0,-0.14,5,4,1,1,0,1,1,0
1,0.14,3,4,1,1,0,0,1,0
0,-0.12,6,5,0,0,0,0,1,1
0,-0.03,3,3,1,0,0,1,1,1
1,0.07,2,2,1,1,0,1,1,0
0,-0.08,4,3,1,1,0,1,1,1
1,0.0,3,3,1,1,0,1,1,0
1,0.31,1,4,1,1,0,1,1,0
1,0.0,6,6,1,1,0,1,1,1
1,0.12,4,5,1,0,0,1,1,0
0,-0.41,6,4,0,0,1,0,0,0
0,-0.28,7,5,0,1,0,1,1,0
0,-0.03,3,3,0,1,0,1,1,0
1,0.03,3,3,1,1,0,1,1,0
0,-0.27,5,4,0,0,0,0,0,0
0,-0.18,3,2,0,0,1,0,0,0
0,-0.5,7,4,0,1,0,1,1,0
0,-0.16,5,4,0,1,0,0,1,0
0,-0.38,9,6,0,0,0,0,0,1
1,0.06,5,6,1,1,0,1,1,1
0,-0.19,5,4,0,1,0,0,0,0
0,-0.14,5,4,1,1,0,1,1,0
1,0.24,2,4,1,1,0,1,1,0
0,-0.5,8,4,0,0,0,0,0,0
0,-0.22,8,6,0,0,0,0,0,0
0,-0.21,6,5,1,0,0,0,1,0
1,0.08,3,3,1,1,0,1,1,0
1,0.06,4,4,1,1,0,1,1,0
1,0.33,3,6,1,1,0,1,1,1
1,0.15,2,3,1,0,0,0,1,1
1,0.0,1,1,0,1,0,1,1,0
0,-0.47,9,6,0,1,0,0,1,1
0,-0.48,6,3,1,0,1,1,1,0
1,0.14,3,4,1,1,0,1,1,0
0,-0.03,4,4,1,1,0,1,1,0
0,-0.49,7,4,1,1,0,0,1,0
0,-0.3,5,3,1,0,1,0,0,0
1,0.68,1,4,1,1,0,1,1,0
1,0.0,3,3,1,1,0,1,1,1
1,0.36,1,4,1,1,0,1,1,0
1,0.09,3,4,1,1,0,0,1,0
0,-0.5,8,4,1,1,0,0,0,0
0,-0.17,4,3,0,0,1,0,0,0
0,-0.41,6,3,1,1,0,1,1,0
1,0.11,2,3,1,1,0,1,1,1
1,0.36,1,4,1,1,0,1,1,0
1,0.32,2,5,1,1,0,1,1,0
0,-0.21,5,4,0,0,1,0,1,0
0,-0.42,6,3,0,1,0,1,1,1
1,0.0,4,4,1,1,0,1,1,0
1,0.09,4,4,1,1,0,1,1,0
1,0.36,1,4,1,1,0,1,1,0
0,-0.29,7,5,0,0,0,0,0,1
1,0.15,3,5,1,1,0,1,1,1
1,0.0,4,4,1,1,0,1,1,0
0,-0.12,3,3,1,1,0,1,1,1
1,0.17,1,2,1,1,0,1,1,0
1,0.21,3,5,1,1,0,1,1,0
1,0.43,1,4,1,1,0,1,1,0
1,0.37,2,5,1,1,0,1,1,0
1,0.14,3,4,1,1,0,1,1,0
0,-0.35,6,4,0,0,1,0,0,0
0,-0.36,5,3,1,0,0,0,0,1
0,-0.05,7,7,1,1,0,1,1,1
1,0.31,1,4,1,1,0,1,1,0
1,0.4,1,4,1,1,0,1,1,0
0,-0.14,5,4,1,1,0,0,1,0
0,-0.43,7,4,0,0,1,1,1,0
1,0.06,4,5,1,1,0,1,1,1
0,-0.39,7,4,1,1,0,0,1,0
0,-0.32,8,6,0,1,0,1,0,1
1,0.07,4,4,1,1,0,1,1,0
0,-0.44,7,4,0,0,0,0,0,0
0,-0.5,7,4,0,0,1,0,1,0
1,0.22,3,5,1,1,0,1,1,0
0,-0.25,5,4,1,0,0,0,1,0
1,0.06,4,5,0,0,0,0,1,0
1,0.08,3,3,1,1,0,1,1,1
0,-0.22,5,4,0,0,1,0,0,0
0,-0.1,2,2,1,1,0,1,1,0
1,0.12,4,6,0,0,0,0,0,1
0,-0.33,4,3,1,1,0,0,0,1
1,0.07,3,4,1,1,0,1,1,0
1,0.37,2,5,1,1,0,1,1,0
0,-0.28,5,3,0,0,0,0,0,1
0,-0.33,8,6,0,0,0,0,0,1
1,0.24,3,6,1,1,0,1,1,1
1,0.13,3,4,1,1,0,1,1,0
0,-0.3,6,4,0,1,0,0,1,0
1,0.49,1,4,1,1,0,1,1,0
1,0.0,4,4,1,1,0,1,1,0
0,-0.45,7,4,0,0,0,0,0,0
0,-0.14,2,2,1,1,0,0,1,0
0,-0.34,5,3,0,0,0,0,0,0
1,0.14,3,4,1,1,0,1,1,0
1,0.11,5,6,1,1,0,1,1,1
1,0.08,2,3,1,1,0,1,1,1
1,0.31,1,4,1,1,0,1,1,0
1,0.27,3,5,1,1,0,1,1,0
1,0.21,3,5,1,1,0,1,1,0
1,0.27,3,5,1,1,0,1,1,0
1,0.21,2,4,1,1,0,1,1,0
1,0.14,3,4,1,1,0,1,1,0
1,0.0,5,5,1,1,0,1,1,0
0,-0.44,8,5,0,0,0,0,0,0
1,0.06,4,5,1,1,0,1,1,2
0,-0.16,5,4,0,0,0,1,0,0
1,0.14,3,4,1,1,0,1,1,0
1,0.13,3,4,1,1,0,1,1,0
1,0.43,1,4,1,1,0,1,1,0
1,0.07,2,3,1,1,0,1,1,0
0,-0.23,3,2,1,1,0,1,1,0
0,-0.22,7,5,1,0,0,1,0,0
0,-0.21,5,4,0,1,0,1,1,0
1,0.39,1,3,1,1,0,1,1,0
0,-0.03,4,4,0,0,0,1,0,0
0,-0.47,8,4,0,0,0,1,0,0
1,0.08,3,3,1,1,0,1,1,1
1,0.0,3,3,1,0,1,0,1,0
1,0.19,2,4,1,1,0,1,1,0
1,0.03,3,3,1,1,0,1,1,0
0,-0.07,4,4,1,1,0,1,1,0
1,0.31,3,6,1,1,0,1,1,1
1,0.0,4,4,0,1,0,1,1,0
1,0.12,4,5,1,1,0,1,1,0
1,0.06,4,5,1,1,0,1,1,0
1,0.08,3,3,0,1,0,0,0,1
1,0.29,2,4,1,1,0,1,1,0
0,-0.5,7,4,0,0,1,0,0,0
1,0.44,2,6,1,1,0,1,1,1
1,0.07,3,4,1,1,0,1,1,0
1,0.2,3,4,1,1,0,1,0,0
0,-0.41,6,3,0,0,0,0,0,0
1,0.14,3,4,1,0,1,0,0,0
1,0.37,1,4,1,1,0,1,1,0
1,0.39,2,5,1,1,0,1,1,0
1,0.07,3,4,0,0,1,1,0,0
1,0.18,1,2,1,1,0,1,1,0
1,0.06,5,6,1,0,0,0,0,1
1,0.0,1,1,1,1,0,1,1,0
1,0.5,1,4,0,0,1,0,0,0
0,-0.18,5,4,0,1,0,0,1,0
1,0.0,4,4,1,1,0,1,1,0
1,0.12,4,5,1,1,0,1,1,1
1,0.0,4,4,1,1,0,1,1,0
1,0.14,3,4,1,1,0,1,1,0
1,0.33,2,4,1,0,0,1,1,0
1,0.43,1,4,0,1,0,0,1,0
0,-0.48,4,2,0,1,0,0,1,0
1,0.29,2,4,1,1,0,1,0,0
1,0.43,1,4,1,1,0,1,1,0
0,-0.42,6,4,1,0,1,1,1,0
1,0.12,4,5,1,0,0,1,1,1
0,-0.13,3,2,1,1,0,1,1,1
1,0.49,1,4,1,1,0,1,1,0
0,-0.32,3,2,0,0,0,1,0,0
1,0.09,4,4,1,1,0,0,1,0
1,0.43,1,4,1,1,0,1,1,0
1,0.0,4,4,0,1,0,0,1,0
0,-0.24,5,4,1,1,0,0,0,0
1,0.02,1,1,1,1,0,1,0,0
1,0.2,3,4,1,1,0,1,1,0
0,-0.28,5,3,1,1,0,1,1,1
1,0.15,4,5,1,1,0,1,1,0
0,-0.07,5,4,0,1,0,0,1,0
1,0.17,3,4,1,0,0,1,0,0
1,0.2,3,4,0,1,0,0,0,0
0,-0.4,4,2,0,0,1,0,0,0
1,0.22,4,6,1,1,0,1,1,1
1,0.17,4,6,0,1,0,1,0,1
1,0.46,1,4,1,1,0,1,1,0
1,0.23,2,3,1,1,0,1,1,1
1,0.07,3,4,0,1,0,1,1,0
1,0.23,2,3,1,1,0,1,1,1
1,0.25,2,3,1,1,0,1,1,0
1,0.09,4,5,1,1,0,1,0,0
1,0.27,3,5,1,1,0,1,1,0
0,-0.24,8,6,0,0,0,0,0,0
0,-0.26,3,2,1,1,0,1,1,0
0,-0.06,5,5,1,1,0,1,1,2
0,-0.1,2,2,1,1,0,1,1,0
1,0.07,3,4,1,1,0,1,1,0
0,-0.32,4,2,0,0,1,0,0,0
0,-0.27,5,4,0,1,0,0,0,0
1,0.0,4,4,1,1,0,1,1,0
0,-0.3,6,4,0,0,0,0,0,0
1,0.43,1,4,0,0,0,1,0,0
1,0.51,1,3,1,1,0,1,1,0
0,-0.04,5,4,0,1,0,0,0,0
1,0.57,1,4,1,1,0,1,1,0
1,0.06,1,1,1,0,0,1,1,0
1,0.27,2,4,0,1,0,1,1,0
0,-0.32,7,5,1,0,0,0,0,0
1,0.2,4,6,1,0,0,1,0,0
1,0.0,5,5,0,0,0,0,0,0
0,-0.06,5,5,1,1,0,1,0,1
1,0.26,1,2,0,1,0,1,0,1
1,0.14,3,4,0,1,0,0,1,0
0,-0.07,5,4,1,1,0,1,1,0
1,0.0,4,4,1,1,0,0,0,0
0,-0.07,4,4,1,1,0,1,1,0
1,0.14,3,4,1,1,0,1,1,0
0,-0.46,7,4,0,0,0,0,0,0
1,0.29,2,4,1,1,0,1,1,0
0,-0.35,5,3,0,0,0,0,0,0
1,0.5,1,6,1,1,0,1,1,1
